FPGA;V22;IO, DIFFIO_R28n, (DQ3R)/(DQ3R)/(DQ1R)
FPGA;V21;IO, DIFFIO_R28p, (DQ3R)/(DQ3R)/(DQ1R)
FPGA;R20;IO, (DQ3R)/(DQ3R)/(DQ1R)
FPGA;U22;IO, DIFFIO_R27n, (DQ3R)/(DQ3R)/(DQ1R)
FPGA;U21;IO, DIFFIO_R27p, (DQ3R)/(DQ3R)/(DQ1R)
FPGA;R18;IO, DIFFIO_R26n
FPGA;R19;IO, DIFFIO_R26p, (DM1R/BWS#1R)/(DM3R/BWS#3R)/(DM1R/BWS#1R)
FPGA;N16;IO
FPGA;R22;IO, DIFFIO_R25n, (DQ1R)/(DQ3R)/(DQ1R)
FPGA;R21;IO, DIFFIO_R25p, (DQ1R)/(DQ3R)/(DQ1R)
FPGA;P20;IO, VREFB5N0
FPGA;P22;IO, DIFFIO_R24n, (DQ1R)/(DQ3R)/(DQ1R)
FPGA;P21;IO, DIFFIO_R24p, (DQ1R)/(DQ3R)/(DQ1R)
FPGA;N20;IO, DIFFIO_R23n, (DQ1R)/(DQ3R)/(DQ1R)
FPGA;N19;IO, DIFFIO_R23p
FPGA;N17;IO, DIFFIO_R22n
FPGA;N18;IO, DIFFIO_R22p, (DQS1R/CQ1R#,DPCLK6)/(DQS1R/CQ1R#,DPCLK6)/(DQS1R/CQ1R#,DPCLK6)
FPGA;N22;IO, DIFFIO_R21n, (DEV_OE)
FPGA;N21;IO, DIFFIO_R21p, (DEV_CLRn)
FPGA;M22;IO, DIFFIO_R20n, (DQ1R)/(DQ3R)/(DQ1R)
FPGA;M21;IO, DIFFIO_R20p, (DQ1R)/(DQ3R)/(DQ1R)
FPGA;M20;IO, DIFFIO_R19n, (DQ1R)/(DQ3R)/(DQ1R)
FPGA;M19;IO, DIFFIO_R19p, (DQ1R)/(DQ3R)/(DQ1R)
FPGA;M16;IO
FPGA;L16;IO, DIFFIO_R18n
FPGA;L15;IO, DIFFIO_R18p
FPGA;L22;IO, DIFFIO_R17n, (INIT_DONE)
FPGA;L21;IO, DIFFIO_R17p, (CRC_ERROR)
FPGA;K15;IO
FPGA;K19;IO, VREFB6N1
FPGA;J15;IO
FPGA;K22;IO, DIFFIO_R16n, (nCEO)
FPGA;K21;IO, DIFFIO_R16p, (CLKUSR)
FPGA;J22;IO, DIFFIO_R15n, (DQS0R/CQ1R,DPCLK7)/(DQS0R/CQ1R,DPCLK7)/(DQS0R/CQ1R,DPCLK7)
FPGA;J21;IO, DIFFIO_R15p, (DM0R)/(DM1R/BWS#1R)/(DM1R/BWS#1R)
FPGA;J16;IO, DIFFIO_R14n
FPGA;K16;IO, DIFFIO_R14p
FPGA;H22;IO, DIFFIO_R13n, (DQ0R)/(DQ1R)/(DQ1R)
FPGA;H21;IO, DIFFIO_R13p, (DQ0R)/(DQ1R)/(DQ1R)
FPGA;K17;IO, DIFFIO_R12n
FPGA;K18;IO, DIFFIO_R12p, (DQ0R)/(DQ1R)/(DQ1R)
FPGA;J18;IO
FPGA;F22;IO, DIFFIO_R11n, (DQ0R)/(DQ1R)/(DQ1R)
FPGA;F21;IO, DIFFIO_R11p, (DQ0R)/(DQ1R)/(DQ1R)
FPGA;H20;IO, DIFFIO_R10n, (DQ0R)/(DQ1R)/(DQ1R)
FPGA;H19;IO, DIFFIO_R10p, (DQ0R)/(DQ1R)/(DQ1R)
FPGA;E22;IO, DIFFIO_R9n, (nWE), (DQ0R)/(DQ1R)/(DQ1R)
FPGA;E21;IO, DIFFIO_R9p, (nOE), (_)/(DQ1R)/(DQ1R)
FPGA;H18;IO, VREFB6N0
FPGA;J17;IO, DIFFIO_R8n
FPGA;H16;IO, DIFFIO_R8p
FPGA;D22;IO, DIFFIO_R7n, (DM2R)/(DM1R/BWS#1R)/(DM1R/BWS#1R)
FPGA;D21;IO, DIFFIO_R7p, (_)/(DQ1R)/(DQ1R)
FPGA;F20;IO, DIFFIO_R6n, (nAVD), (DQ2R)/(DQ1R)/(DQ1R)
FPGA;F19;IO, DIFFIO_R6p, (DQ2R)/(DQ1R)/(DQ1R)
FPGA;G18;IO, DIFFIO_R5n, (PADD23), (DQ2R)/(DQ1R)/(DQ1R)
FPGA;H17;IO, DIFFIO_R5p
FPGA;C22;IO, DIFFIO_R4n, (DQ2R)/(DQ1R)/(DQ1R)
FPGA;C21;IO, DIFFIO_R4p, (DQ2R)/(DQ1R)/(DQ1R)
FPGA;B22;IO, DIFFIO_R3n, (PADD22), (DQ2R)/(DQ1R)/(DQ1R)
FPGA;B21;IO, DIFFIO_R3p, (PADD21), (DQ2R)/(DQ1R)/(DQ1R)
FPGA;C20;IO, DIFFIO_R2n, (PADD20), (DQS2R/CQ3R,CDPCLK5)/(DQS2R/CQ3R,CDPCLK5)/(DQS2R/CQ3R,CDPCLK5)
FPGA;D20;IO, DIFFIO_R2p
FPGA;F17;IO, DIFFIO_R1n, (DQ2R)/(DQ1R)/(DQ1R)
FPGA;G17;IO, DIFFIO_R1p
FPGA;P18;VCCIO5
FPGA;V19;VCCIO5
FPGA;Y19;VCCIO5
FPGA;T19;VCCIO5
FPGA;E19;VCCIO6
FPGA;G19;VCCIO6
FPGA;L19;VCCIO6
FPGA;J20;VCCIO6
FPGA;G21;CLK4, DIFFCLK_2p
FPGA;G22;CLK5, DIFFCLK_2n
FPGA;T21;CLK6, DIFFCLK_3p
FPGA;T22;CLK7, DIFFCLK_3n
FPGA;F16;IO, DIFFIO_T32n
FPGA;E16;IO, DIFFIO_T32p, (DQ2T)/(DQ5T)/(DQ5T)
FPGA;F15;IO, DIFFIO_T31n, (DQ2T)/(DQ5T)/(DQ5T)
FPGA;G16;IO, DIFFIO_T31p
FPGA;G15;IO, DIFFIO_T30n
FPGA;F14;IO, DIFFIO_T30p, (DQS0T/CQ1T,CDPCLK6)/(DQS0T/CQ1T,CDPCLK6)/(DQS0T/CQ1T,CDPCLK6)
FPGA;G14;IO
FPGA;D17;IO, VREFB7N0
FPGA;C19;IO, DIFFIO_T29n, (DQ2T)/(DQ5T)/(DQ5T)
FPGA;D19;IO, DIFFIO_T29p, (DQ2T)/(DQ5T)/(DQ5T)
FPGA;A20;IO, PLL2_CLKOUTn
FPGA;B20;IO, PLL2_CLKOUTp
FPGA;C17;IO, (DQ2T)/(DQ5T)/(DQ5T)
FPGA;H15;IO, DIFFIO_T28n
FPGA;H14;IO, DIFFIO_T28p
FPGA;B19;IO, RUP4
FPGA;A19;IO, RDN4
FPGA;A18;IO, DIFFIO_T27n, (DQ2T)/(DQ5T)/(DQ5T)
FPGA;B18;IO, DIFFIO_T27p, (PADD0)
FPGA;D15;IO, DIFFIO_T26n
FPGA;E15;IO, DIFFIO_T26p, (DQ2T)/(DQ5T)/(DQ5T)
FPGA;G13;IO
FPGA;A17;IO, DIFFIO_T25n, (PADD1), (DQ2T)/(DQ5T)/(DQ5T)
FPGA;B17;IO, DIFFIO_T25p, (PADD2), (_)/(DQ5T)/(DQ5T)
FPGA;A16;IO, DIFFIO_T24n, (DM2T)/(DM5T/BWS#5T)/(DM5T/BWS#5T)
FPGA;B16;IO, DIFFIO_T24p, (DQ4T)/(DQ5T)/(DQ5T)
FPGA;C15;IO, VREFB7N1
FPGA;E14;IO, DIFFIO_T23n, (PADD3), (DQ4T)/(DQ5T)/(DQ5T)
FPGA;F12;IO, DIFFIO_T23p
FPGA;H13;IO, DIFFIO_T22n
FPGA;H12;IO, DIFFIO_T22p
FPGA;G12;IO, DIFFIO_T21n
FPGA;F13;IO, DIFFIO_T21p, (PADD4), (DQS2T/CQ3T,DPCLK8)/(DQS2T/CQ3T,DPCLK8)/(DQS2T/CQ3T,DPCLK8)
FPGA;A15;IO, DIFFIO_T20n, (PADD5), (DQ4T)/(DQ5T)/(DQ5T)
FPGA;B15;IO, DIFFIO_T20p, (PADD6), (DQ4T)/(DQ5T)/(DQ5T)
FPGA;C13;IO, DIFFIO_T19n, (PADD7)
FPGA;D13;IO, DIFFIO_T19p, (PADD8), (DQ4T)/(DQ5T)/(DQ5T)
FPGA;E13;IO
FPGA;A14;IO, DIFFIO_T18n, (PADD9), (DQ4T)/(DQ5T)/(DQ5T)
FPGA;B14;IO, DIFFIO_T18p, (PADD10), (DQ4T)/(DQ5T)/(DQ5T)
FPGA;A13;IO, DIFFIO_T17n, (PADD11), (DQ4T)/(DQ5T)/(DQ5T)
FPGA;B13;IO, DIFFIO_T17p, (PADD12), (DQS4T/CQ5T,DPCLK9)/(DQS4T/CQ5T,DPCLK9)/(DQS4T/CQ5T,DPCLK9)
FPGA;E12;IO, (_)/(DQ5T)/(DQ5T)
FPGA;E11;IO, DIFFIO_T16n, (PADD13)
FPGA;F11;IO, DIFFIO_T16p, (PADD14), (DM4T)/(DM5T/BWS#5T)/(DM5T/BWS#5T)
FPGA;H11;IO
FPGA;D10;IO, DIFFIO_T15n, (DQ5T)/(DQ3T)/(DQ5T)
FPGA;E10;IO, DIFFIO_T15p
FPGA;A10;IO, DIFFIO_T14n, (DQ5T)/(DQ3T)/(DQ5T)
FPGA;B10;IO, DIFFIO_T14p, (PADD15)
FPGA;A9;IO, DIFFIO_T13n, (PADD16), (DQ5T)/(DQ3T)/(DQ5T)
FPGA;B9;IO, DIFFIO_T13p, (PADD17), (DQS5T/CQ5T#,DPCLK10)/(DQS5T/CQ5T#,DPCLK10)/(DQS5T/CQ5T#,DPCLK10)
FPGA;C10;IO
FPGA;G11;IO
FPGA;A8;IO, DIFFIO_T12n, (DATA2), (DQ5T)/(DQ3T)/(DQ5T)
FPGA;B8;IO, DIFFIO_T12p, (DATA3), (DQ5T)/(DQ3T)/(DQ5T)
FPGA;A7;IO, DIFFIO_T11n, (PADD18), (DQ5T)/(DQ3T)/(DQ5T)
FPGA;B7;IO, DIFFIO_T11p, (DATA4), (DQ5T)/(DQ3T)/(DQ5T)
FPGA;A6;IO, DIFFIO_T10n, (PADD19), (DQ5T)/(DQ3T)/(DQ5T)
FPGA;B6;IO, DIFFIO_T10p, (DATA15), (DQ5T)/(DQ3T)/(DQ5T)
FPGA;E9;IO, VREFB8N0
FPGA;C8;IO, DIFFIO_T9n, (DATA14), (DQS3T/CQ3T#,DPCLK11)/(DQS3T/CQ3T#,DPCLK11)/(DQS3T/CQ3T#,DPCLK11)
FPGA;C7;IO, DIFFIO_T9p, (DATA13), (DM5T/BWS#5T)/(DM3T/BWS#3T)/(DM5T/BWS#5T)
FPGA;G10;IO, DIFFIO_T8n
FPGA;G9;IO, DIFFIO_T8p
FPGA;H10;IO, DIFFIO_T7n
FPGA;H9;IO, DIFFIO_T7p
FPGA;A5;IO, (DATA5), (DQ3T)/(DQ3T)/(DQ5T)
FPGA;B5;IO
FPGA;F9;IO, DIFFIO_T6n
FPGA;F10;IO, DIFFIO_T6p, (DATA6), (DQ3T)/(DQ3T)/(DQ5T)
FPGA;C6;IO, (DATA7), (DQ3T)/(DQ3T)/(DQ5T)
FPGA;A4;IO, DIFFIO_T5n, (DQ3T)/(DQ3T)/(DQ5T)
FPGA;B4;IO, DIFFIO_T5p, (DATA8), (DQ3T)/(DQ3T)/(DQ5T)
FPGA;F8;IO, DIFFIO_T4n, (DATA9), (DQ3T)/(DQ3T)/(DQ5T)
FPGA;G8;IO, DIFFIO_T4p
FPGA;A3;IO, DIFFIO_T3n, (DATA10), (DQ3T)/(DQ3T)/(DQ5T)
FPGA;B3;IO, DIFFIO_T3p, (DATA11), (DQ3T)/(DQ3T)/(DQ5T)
FPGA;D6;IO, VREFB8N1
FPGA;E7;IO
FPGA;C3;IO, DIFFIO_T2n, (DQ3T)/(DQ3T)/(DQ5T)
FPGA;C4;IO, DIFFIO_T2p, (DATA12), (DQS1T/CQ1T#,CDPCLK7)/(DQS1T/CQ1T#,CDPCLK7)/(DQS1T/CQ1T#,CDPCLK7)
FPGA;F7;IO, DIFFIO_T1n, (DM3T/BWS#3T)/(DM3T/BWS#3T)/(DM5T/BWS#5T)
FPGA;G7;IO, DIFFIO_T1p
FPGA;E6;IO, PLL3_CLKOUTn
FPGA;E5;IO, PLL3_CLKOUTp
FPGA;A21;VCCIO7
FPGA;D12;VCCIO7
FPGA;D14;VCCIO7
FPGA;D16;VCCIO7
FPGA;D18;VCCIO7
FPGA;A2;VCCIO8
FPGA;D5;VCCIO8
FPGA;D9;VCCIO8
FPGA;D11;VCCIO8
FPGA;E8;VCCIO8
FPGA;A12;CLK8, DIFFCLK_5n
FPGA;B12;CLK9, DIFFCLK_5p
FPGA;A11;CLK10, DIFFCLK_4n
FPGA;B11;CLK11, DIFFCLK_4p
FPGA;M17;MSEL0
FPGA;L18;MSEL1
FPGA;L17;MSEL2
FPGA;K20;MSEL3
FPGA;L3;nCE
FPGA;M18;CONF_DONE
FPGA;K5;nCONFIG
FPGA;K6;nSTATUS
FPGA;U5;GNDA1
FPGA;E18;GNDA2
FPGA;F5;GNDA3
FPGA;V18;GNDA4
FPGA;T6;VCCA1
FPGA;F18;VCCA2
FPGA;G6;VCCA3
FPGA;U18;VCCA4
FPGA;U6;VCCD_PLL1
FPGA;E17;VCCD_PLL2
FPGA;F6;VCCD_PLL3
FPGA;V17;VCCD_PLL4
FPGA;L10;GND
FPGA;L11;GND
FPGA;M10;GND
FPGA;M11;GND
FPGA;L12;GND
FPGA;L13;GND
FPGA;M12;GND
FPGA;M13;GND
FPGA;N11;GND
FPGA;K11;GND
FPGA;N12;GND
FPGA;K12;GND
FPGA;K13;GND
FPGA;N13;GND
FPGA;N10;GND
FPGA;K10;GND
FPGA;J9;GND
FPGA;D7;GND
FPGA;J5;GND
FPGA;H8;GND
FPGA;A1;GND
FPGA;C5;GND
FPGA;C9;GND
FPGA;C11;GND
FPGA;C12;GND
FPGA;C14;GND
FPGA;C16;GND
FPGA;A22;GND
FPGA;E20;GND
FPGA;G20;GND
FPGA;L20;GND
FPGA;P19;GND
FPGA;V20;GND
FPGA;Y20;GND
FPGA;AB22;GND
FPGA;Y18;GND
FPGA;Y16;GND
FPGA;Y12;GND
FPGA;Y11;GND
FPGA;Y9;GND
FPGA;Y5;GND
FPGA;AB1;GND
FPGA;N3;GND
FPGA;U3;GND
FPGA;W3;GND
FPGA;D3;GND
FPGA;F3;GND
FPGA;K3;GND
FPGA;G2;GND
FPGA;AA2;GND
FPGA;AA22;GND
FPGA;H3;GND
FPGA;R3;GND
FPGA;AB6;GND
FPGA;Y15;GND
FPGA;T20;GND
FPGA;J19;GND
FPGA;C18;GND
FPGA;D8;GND
FPGA;J11;VCCINT
FPGA;J12;VCCINT
FPGA;L14;VCCINT
FPGA;M14;VCCINT
FPGA;P11;VCCINT
FPGA;P12;VCCINT
FPGA;L9;VCCINT
FPGA;M9;VCCINT
FPGA;J13;VCCINT
FPGA;J14;VCCINT
FPGA;K14;VCCINT
FPGA;J10;VCCINT
FPGA;K9;VCCINT
FPGA;N9;VCCINT
FPGA;P9;VCCINT
FPGA;P10;VCCINT
FPGA;P13;VCCINT
FPGA;U16;VCCINT
FPGA;U17;VCCINT
FPGA;T13;VCCINT
FPGA;J8;VCCINT
FPGA;R9;IO, DIFFIO_B1p
FPGA;T8;IO, DIFFIO_B1n
FPGA;R10;IO, DIFFIO_B2p
FPGA;T9;IO, DIFFIO_B2n
FPGA;V6;IO, DIFFIO_B3p
FPGA;V5;IO, DIFFIO_B3n, (DM3B/BWS#3B)/(DM3B/BWS#3B)/(DM5B/BWS#5B)
FPGA;U7;IO, DIFFIO_B4p
FPGA;U8;IO, DIFFIO_B4n
FPGA;Y4;IO, VREFB3N1
FPGA;R11;IO, DIFFIO_B5p
FPGA;R12;IO, DIFFIO_B5n
FPGA;Y3;IO, DIFFIO_B6p, (DQ3B)/(DQ3B)/(DQ5B)
FPGA;Y6;IO, (DQS1B/CQ1B#,CDPCLK2)/(DQS1B/CQ1B#,CDPCLK2)/(DQS1B/CQ1B#,CDPCLK2)
FPGA;AA3;IO, PLL1_CLKOUTp
FPGA;AB3;IO, PLL1_CLKOUTn
FPGA;W6;IO, DIFFIO_B7p, (DQ3B)/(DQ3B)/(DQ5B)
FPGA;V7;IO, DIFFIO_B7n
FPGA;AA4;IO, DIFFIO_B8p, (DQ3B)/(DQ3B)/(DQ5B)
FPGA;AB4;IO, DIFFIO_B8n
FPGA;AA5;IO, DIFFIO_B9p, (DQ3B)/(DQ3B)/(DQ5B)
FPGA;AB5;IO, DIFFIO_B9n
FPGA;W7;IO, DIFFIO_B10p, (DQ3B)/(DQ3B)/(DQ5B)
FPGA;Y7;IO, DIFFIO_B10n, (DQ3B)/(DQ3B)/(DQ5B)
FPGA;U9;IO, DIFFIO_B11p, (DQ3B)/(DQ3B)/(DQ5B)
FPGA;V8;IO, DIFFIO_B11n, (DQ3B)/(DQ3B)/(DQ5B)
FPGA;W8;IO, (DQ3B)/(DQ3B)/(DQ5B)
FPGA;AA7;IO, DIFFIO_B12p, (DM5B/BWS#5B)/(DM3B/BWS#3B)/(DM5B/BWS#5B)
FPGA;AB7;IO, DIFFIO_B12n, (DQ5B)/(DQ3B)/(DQ5B)
FPGA;Y8;IO, DIFFIO_B13p, (DQ5B)/(DQ3B)/(DQ5B)
FPGA;V9;IO, VREFB3N0
FPGA;V10;IO, (DQS3B/CQ3B#,DPCLK2)/(DQS3B/CQ3B#,DPCLK2)/(DQS3B/CQ3B#,DPCLK2)
FPGA;T10;IO, DIFFIO_B14p
FPGA;U10;IO, DIFFIO_B14n, (DQ5B)/(DQ3B)/(DQ5B)
FPGA;AA8;IO, DIFFIO_B15p, (DQ5B)/(DQ3B)/(DQ5B)
FPGA;AB8;IO, DIFFIO_B15n, (DQ5B)/(DQ3B)/(DQ5B)
FPGA;T11;IO
FPGA;AA9;IO, DIFFIO_B16p, (DQ5B)/(DQ3B)/(DQ5B)
FPGA;AB9;IO, DIFFIO_B16n, (DQS5B/CQ5B#,DPCLK3)/(DQS5B/CQ5B#,DPCLK3)/(DQS5B/CQ5B#,DPCLK3)
FPGA;U11;IO
FPGA;V11;IO, DIFFIO_B17p, (DQ5B)/(DQ3B)/(DQ5B)
FPGA;W10;IO, DIFFIO_B17n, (DQ5B)/(DQ3B)/(DQ5B)
FPGA;Y10;IO, DIFFIO_B18p, (DQ5B)/(DQ3B)/(DQ5B)
FPGA;AA10;IO, DIFFIO_B18n, (DM4B)/(DM5B/BWS#5B)/(DM5B/BWS#5B)
FPGA;AB10;IO, (_)/(DQ5B)/(DQ5B)
FPGA;AA13;IO, DIFFIO_B19p, (DQ4B)/(DQ5B)/(DQ5B)
FPGA;AB13;IO, DIFFIO_B19n, (DQ4B)/(DQ5B)/(DQ5B)
FPGA;AA14;IO, DIFFIO_B20p, (DQ4B)/(DQ5B)/(DQ5B)
FPGA;AB14;IO, DIFFIO_B20n, (DQ4B)/(DQ5B)/(DQ5B)
FPGA;V12;IO
FPGA;W13;IO, DIFFIO_B21p, (DQ4B)/(DQ5B)/(DQ5B)
FPGA;Y13;IO, DIFFIO_B21n, (DQS4B/CQ5B,DPCLK4)/(DQS4B/CQ5B,DPCLK4)/(DQS4B/CQ5B,DPCLK4)
FPGA;AA15;IO, DIFFIO_B22p, (DQ4B)/(DQ5B)/(DQ5B)
FPGA;AB15;IO, DIFFIO_B22n, (DQ4B)/(DQ5B)/(DQ5B)
FPGA;U12;IO, DIFFIO_B23p, (DQ4B)/(DQ5B)/(DQ5B)
FPGA;T12;IO, DIFFIO_B23n
FPGA;AA16;IO, DIFFIO_B24p, (DM2B)/(DM5B/BWS#5B)/(DM5B/BWS#5B)
FPGA;AB16;IO, DIFFIO_B24n, (DQ2B)/(DQ5B)/(DQ5B)
FPGA;AA17;IO, DIFFIO_B25p
FPGA;AB17;IO, DIFFIO_B25n
FPGA;R13;IO
FPGA;V13;IO, (DQS2B/CQ3B,DPCLK5)/(DQS2B/CQ3B,DPCLK5)/(DQS2B/CQ3B,DPCLK5)
FPGA;W14;IO, VREFB4N1
FPGA;U13;IO, DIFFIO_B26p
FPGA;V14;IO, DIFFIO_B26n, (DQ2B)/(DQ5B)/(DQ5B)
FPGA;V15;IO, DIFFIO_B27p, (DQ2B)/(DQ5B)/(DQ5B)
FPGA;W15;IO, DIFFIO_B27n, (DQ2B)/(DQ5B)/(DQ5B)
FPGA;T14;IO, DIFFIO_B28p
FPGA;T15;IO, DIFFIO_B28n, (DQ2B)/(DQ5B)/(DQ5B)
FPGA;AB18;IO, (DQ2B)/(DQ5B)/(DQ5B)
FPGA;AA18;IO
FPGA;AA19;IO, RUP2
FPGA;AB19;IO, RDN2
FPGA;W17;IO, DIFFIO_B29p, (DQ2B)/(DQ5B)/(DQ5B)
FPGA;Y17;IO, DIFFIO_B29n, (DQS0B/CQ1B,CDPCLK3)/(DQS0B/CQ1B,CDPCLK3)/(DQS0B/CQ1B,CDPCLK3)
FPGA;V16;IO, VREFB4N0
FPGA;AA20;IO, DIFFIO_B30p, (_)/(DQ5B)/(DQ5B)
FPGA;AB20;IO, DIFFIO_B30n, (DQ2B)/(DQ5B)/(DQ5B)
FPGA;T16;IO, PLL4_CLKOUTp
FPGA;R16;IO, PLL4_CLKOUTn
FPGA;U15;IO, DIFFIO_B31p
FPGA;U14;IO, DIFFIO_B31n
FPGA;R14;IO, DIFFIO_B32p
FPGA;R15;IO, DIFFIO_B32n
FPGA;AB2;VCCIO3
FPGA;W5;VCCIO3
FPGA;W9;VCCIO3
FPGA;W11;VCCIO3
FPGA;AA6;VCCIO3
FPGA;AB21;VCCIO4
FPGA;W12;VCCIO4
FPGA;W16;VCCIO4
FPGA;W18;VCCIO4
FPGA;Y14;VCCIO4
FPGA;AB12;CLK12, DIFFCLK_7n
FPGA;AA12;CLK13, DIFFCLK_7p
FPGA;AB11;CLK14, DIFFCLK_6n
FPGA;AA11;CLK15, DIFFCLK_6p
FPGA;H5;IO
FPGA;B2;IO, DIFFIO_L1p, (DQ2L)/(DQ1L)/(DQ1L)
FPGA;B1;IO, DIFFIO_L1n, (DQ2L)/(DQ1L)/(DQ1L)
FPGA;G5;IO
FPGA;E4;IO, DIFFIO_L2p, (nRESET), (DQ2L)/(DQ1L)/(DQ1L)
FPGA;E3;IO, DIFFIO_L2n, (DQ2L)/(DQ1L)/(DQ1L)
FPGA;C2;IO, DIFFIO_L3p, (DQS2L/CQ3L,CDPCLK0)/(DQS2L/CQ3L,CDPCLK0)/(DQS2L/CQ3L,CDPCLK0)
FPGA;C1;IO, DIFFIO_L3n, (DQ2L)/(DQ1L)/(DQ1L)
FPGA;D2;IO, DIFFIO_L4p, (DQ2L)/(DQ1L)/(DQ1L)
FPGA;D1;IO, DIFFIO_L4n, (DATA1,ASDO)
FPGA;H7;IO, VREFB1N0
FPGA;H6;IO, DIFFIO_L5p, (DQ2L)/(DQ1L)/(DQ1L)
FPGA;J6;IO, DIFFIO_L5n, (DQ2L)/(DQ1L)/(DQ1L)
FPGA;E2;IO, DIFFIO_L6p, (FLASH_nCE,nCSO)
FPGA;E1;IO, DIFFIO_L6n, (_)/(DQ1L)/(DQ1L)
FPGA;F2;IO, DIFFIO_L7p, (DM2L)/(DM1L/BWS#1L)/(DM1L/BWS#1L)
FPGA;F1;IO, DIFFIO_L7n, (DQ0L)/(DQ1L)/(DQ1L)
FPGA;G4;IO, DIFFIO_L8p
FPGA;G3;IO, DIFFIO_L8n
FPGA;L8;IO, DIFFIO_L9p
FPGA;K8;IO, DIFFIO_L9n
FPGA;J7;IO, DIFFIO_L10p
FPGA;K7;IO, DIFFIO_L10n
FPGA;J4;IO, (DQS0L/CQ1L,DPCLK0)/(DQS0L/CQ1L,DPCLK0)/(DQS0L/CQ1L,DPCLK0)
FPGA;H2;IO, DIFFIO_L11p, (DQ0L)/(DQ1L)/(DQ1L)
FPGA;H1;IO, DIFFIO_L11n, (DQ0L)/(DQ1L)/(DQ1L)
FPGA;J3;IO, VREFB1N1
FPGA;J2;IO, DIFFIO_L12p, (DQ0L)/(DQ1L)/(DQ1L)
FPGA;J1;IO, DIFFIO_L12n, (DQ0L)/(DQ1L)/(DQ1L)
FPGA;K1;IO, (DATA0)
FPGA;L6;IO, DIFFIO_L13p, (DQ0L)/(DQ1L)/(DQ1L)
FPGA;M6;IO, DIFFIO_L13n, (DQ0L)/(DQ1L)/(DQ1L)
FPGA;M2;IO, DIFFIO_L14p, (DQ0L)/(DQ1L)/(DQ1L)
FPGA;M1;IO, DIFFIO_L14n, (_)/(DQ1L)/(DQ1L)
FPGA;M4;IO, DIFFIO_L15p, (DM0L)/(DM1L/BWS#1L)/(DM1L/BWS#1L)
FPGA;M3;IO, DIFFIO_L15n, (DQ1L)/(DQ3L)/(DQ1L)
FPGA;N2;IO, DIFFIO_L16p, (DQ1L)/(DQ3L)/(DQ1L)
